State,Year,Crime Type,Value
punjab,2008,Women Trafficking,0
rajasthan,2008,Women Trafficking,0
sikkim,2008,Women Trafficking,0
tamil nadu,2008,Women Trafficking,0
tripura,2008,Women Trafficking,0
uttar pradesh,2008,Women Trafficking,0
uttarakhand,2008,Women Trafficking,0
west bengal,2008,Women Trafficking,5
a & n islands,2008,Women Trafficking,0
chandigarh,2008,Women Trafficking,0
d & n haveli,2008,Women Trafficking,0
daman & diu,2008,Women Trafficking,0
lakshadweep,2008,Women Trafficking,0
puducherry,2008,Women Trafficking,0
andhra pradesh,2009,Women Trafficking,0
arunachal pradesh,2009,Women Trafficking,0
assam,2009,Women Trafficking,1
bihar,2009,Women Trafficking,31
chhattisgarh,2009,Women Trafficking,0
goa,2009,Women Trafficking,0
gujarat,2009,Women Trafficking,0
haryana,2009,Women Trafficking,0
himachal pradesh,2009,Women Trafficking,0
jammu & kashmir,2009,Women Trafficking,0
jharkhand,2009,Women Trafficking,6
karnataka,2009,Women Trafficking,2
kerala,2009,Women Trafficking,0
madhya pradesh,2009,Women Trafficking,1
maharashtra,2009,Women Trafficking,0
manipur,2009,Women Trafficking,0
meghalaya,2009,Women Trafficking,1
mizoram,2009,Women Trafficking,0
nagaland,2009,Women Trafficking,0
odisha,2009,Women Trafficking,1
punjab,2009,Women Trafficking,0
rajasthan,2009,Women Trafficking,0
sikkim,2009,Women Trafficking,0
tamil nadu,2009,Women Trafficking,0
tripura,2009,Women Trafficking,0
uttar pradesh,2009,Women Trafficking,0
uttarakhand,2009,Women Trafficking,0
west bengal,2009,Women Trafficking,5
a & n islands,2009,Women Trafficking,0
chandigarh,2009,Women Trafficking,0
d & n haveli,2009,Women Trafficking,0
daman & diu,2009,Women Trafficking,0
lakshadweep,2009,Women Trafficking,0
puducherry,2009,Women Trafficking,0
andhra pradesh,2010,Women Trafficking,0
arunachal pradesh,2010,Women Trafficking,0
assam,2010,Women Trafficking,0
bihar,2010,Women Trafficking,8
chhattisgarh,2010,Women Trafficking,2
goa,2010,Women Trafficking,0
gujarat,2010,Women Trafficking,0
haryana,2010,Women Trafficking,0
himachal pradesh,2010,Women Trafficking,0
jammu & kashmir,2010,Women Trafficking,0
jharkhand,2010,Women Trafficking,8
karnataka,2010,Women Trafficking,0
kerala,2010,Women Trafficking,0
madhya pradesh,2010,Women Trafficking,5
maharashtra,2010,Women Trafficking,0
manipur,2010,Women Trafficking,0
meghalaya,2010,Women Trafficking,0
mizoram,2010,Women Trafficking,0
nagaland,2010,Women Trafficking,0
odisha,2010,Women Trafficking,5
punjab,2010,Women Trafficking,0
rajasthan,2010,Women Trafficking,0
sikkim,2010,Women Trafficking,0
tamil nadu,2010,Women Trafficking,0
tripura,2010,Women Trafficking,0
uttar pradesh,2010,Women Trafficking,0
uttarakhand,2010,Women Trafficking,0
west bengal,2010,Women Trafficking,8
a & n islands,2010,Women Trafficking,0
chandigarh,2010,Women Trafficking,0
d & n haveli,2010,Women Trafficking,0
daman & diu,2010,Women Trafficking,0
lakshadweep,2010,Women Trafficking,0
puducherry,2010,Women Trafficking,0
andhra pradesh,2011,Women Trafficking,497
arunachal pradesh,2011,Women Trafficking,0
assam,2011,Women Trafficking,21
bihar,2011,Women Trafficking,23
chhattisgarh,2011,Women Trafficking,15
goa,2011,Women Trafficking,18
gujarat,2011,Women Trafficking,46
haryana,2011,Women Trafficking,57
himachal pradesh,2011,Women Trafficking,2
jammu & kashmir,2011,Women Trafficking,1
jharkhand,2011,Women Trafficking,15
karnataka,2011,Women Trafficking,351
kerala,2011,Women Trafficking,197
madhya pradesh,2011,Women Trafficking,24
maharashtra,2011,Women Trafficking,390
manipur,2011,Women Trafficking,0
meghalaya,2011,Women Trafficking,2
mizoram,2011,Women Trafficking,8
nagaland,2011,Women Trafficking,2
odisha,2011,Women Trafficking,23
punjab,2011,Women Trafficking,50
rajasthan,2011,Women Trafficking,81
sikkim,2011,Women Trafficking,1
tamil nadu,2011,Women Trafficking,420
telangana,2011,Women Trafficking,0
tripura,2011,Women Trafficking,2
uttar pradesh,2011,Women Trafficking,43
uttarakhand,2011,Women Trafficking,3
west bengal,2011,Women Trafficking,96
a & n islands,2011,Women Trafficking,3
chandigarh,2011,Women Trafficking,1
d&n haveli,2011,Women Trafficking,1
daman & diu,2011,Women Trafficking,6
delhi ut,2011,Women Trafficking,33
lakshadweep,2011,Women Trafficking,0
puducherry,2011,Women Trafficking,3
andhra pradesh,2012,Women Trafficking,472
arunachal pradesh,2012,Women Trafficking,1
assam,2012,Women Trafficking,30
bihar,2012,Women Trafficking,35
chhattisgarh,2012,Women Trafficking,5
goa,2012,Women Trafficking,40
gujarat,2012,Women Trafficking,44
haryana,2012,Women Trafficking,69
himachal pradesh,2012,Women Trafficking,6
jammu & kashmir,2012,Women Trafficking,3
jharkhand,2012,Women Trafficking,12
karnataka,2012,Women Trafficking,335
kerala,2012,Women Trafficking,210
madhya pradesh,2012,Women Trafficking,13
maharashtra,2012,Women Trafficking,366
manipur,2012,Women Trafficking,15
meghalaya,2012,Women Trafficking,7
mizoram,2012,Women Trafficking,0
nagaland,2012,Women Trafficking,4
odisha,2012,Women Trafficking,24
punjab,2012,Women Trafficking,86
rajasthan,2012,Women Trafficking,99
sikkim,2012,Women Trafficking,0
tamil nadu,2012,Women Trafficking,500
telangana,2012,Women Trafficking,0
tripura,2012,Women Trafficking,0
uttar pradesh,2012,Women Trafficking,31
uttarakhand,2012,Women Trafficking,12
west bengal,2012,Women Trafficking,109
a & n islands,2012,Women Trafficking,2
chandigarh,2012,Women Trafficking,0
d&n haveli,2012,Women Trafficking,2
daman & diu,2012,Women Trafficking,3
delhi ut,2012,Women Trafficking,24
lakshadweep,2012,Women Trafficking,0
puducherry,2012,Women Trafficking,4
andhra pradesh,2013,Women Trafficking,489
arunachal pradesh,2013,Women Trafficking,2
assam,2013,Women Trafficking,18
bihar,2013,Women Trafficking,64
chhattisgarh,2013,Women Trafficking,8
goa,2013,Women Trafficking,28
gujarat,2013,Women Trafficking,76
haryana,2013,Women Trafficking,63
himachal pradesh,2013,Women Trafficking,4
jammu & kashmir,2013,Women Trafficking,1
jharkhand,2013,Women Trafficking,11
karnataka,2013,Women Trafficking,340
kerala,2013,Women Trafficking,180
madhya pradesh,2013,Women Trafficking,22
maharashtra,2013,Women Trafficking,289
manipur,2013,Women Trafficking,0
meghalaya,2013,Women Trafficking,4
mizoram,2013,Women Trafficking,0
nagaland,2013,Women Trafficking,1
odisha,2013,Women Trafficking,27
punjab,2013,Women Trafficking,137
rajasthan,2013,Women Trafficking,74
sikkim,2013,Women Trafficking,0
tamil nadu,2013,Women Trafficking,549
telangana,2013,Women Trafficking,0
tripura,2013,Women Trafficking,0
uttar pradesh,2013,Women Trafficking,37
uttarakhand,2013,Women Trafficking,13
west bengal,2013,Women Trafficking,104
a & n islands,2013,Women Trafficking,4
chandigarh,2013,Women Trafficking,6
d&n haveli,2013,Women Trafficking,2
daman & diu,2013,Women Trafficking,6
delhi ut,2013,Women Trafficking,20
lakshadweep,2013,Women Trafficking,0
puducherry,2013,Women Trafficking,0
andhra pradesh,2014,Women Trafficking,204
arunachal pradesh,2014,Women Trafficking,0
assam,2014,Women Trafficking,29
bihar,2014,Women Trafficking,31
chhattisgarh,2014,Women Trafficking,2
goa,2014,Women Trafficking,9
gujarat,2014,Women Trafficking,45
haryana,2014,Women Trafficking,43
himachal pradesh,2014,Women Trafficking,5
jammu & kashmir,2014,Women Trafficking,1
jharkhand,2014,Women Trafficking,11
karnataka,2014,Women Trafficking,388
kerala,2014,Women Trafficking,91
madhya pradesh,2014,Women Trafficking,15
maharashtra,2014,Women Trafficking,202
manipur,2014,Women Trafficking,0
meghalaya,2014,Women Trafficking,3
mizoram,2014,Women Trafficking,0
nagaland,2014,Women Trafficking,1
odisha,2014,Women Trafficking,32
punjab,2014,Women Trafficking,63
rajasthan,2014,Women Trafficking,78
sikkim,2014,Women Trafficking,0
tamil nadu,2014,Women Trafficking,471
telangana,2014,Women Trafficking,192
tripura,2014,Women Trafficking,0
uttar pradesh,2014,Women Trafficking,37
uttarakhand,2014,Women Trafficking,19
west bengal,2014,Women Trafficking,80
a & n islands,2014,Women Trafficking,1
chandigarh,2014,Women Trafficking,0
d&n haveli,2014,Women Trafficking,0
daman & diu,2014,Women Trafficking,8
delhi ut,2014,Women Trafficking,8
lakshadweep,2014,Women Trafficking,0
puducherry,2014,Women Trafficking,1
andhra pradesh,2015,Women Trafficking,204
arunachal pradesh,2015,Women Trafficking,2
assam,2015,Women Trafficking,47
bihar,2015,Women Trafficking,21
chhattisgarh,2015,Women Trafficking,4
goa,2015,Women Trafficking,3
gujarat,2015,Women Trafficking,35
haryana,2015,Women Trafficking,44
himachal pradesh,2015,Women Trafficking,6
jammu & kashmir,2015,Women Trafficking,0
jharkhand,2015,Women Trafficking,3
karnataka,2015,Women Trafficking,420
kerala,2015,Women Trafficking,135
madhya pradesh,2015,Women Trafficking,25
maharashtra,2015,Women Trafficking,381
manipur,2015,Women Trafficking,0
meghalaya,2015,Women Trafficking,0
mizoram,2015,Women Trafficking,0
nagaland,2015,Women Trafficking,3
odisha,2015,Women Trafficking,35
punjab,2015,Women Trafficking,69
rajasthan,2015,Women Trafficking,86
sikkim,2015,Women Trafficking,0
tamil nadu,2015,Women Trafficking,491
telangana,2015,Women Trafficking,252
tripura,2015,Women Trafficking,2
uttar pradesh,2015,Women Trafficking,33
uttarakhand,2015,Women Trafficking,18
west bengal,2015,Women Trafficking,101
a & n islands,2015,Women Trafficking,0
chandigarh,2015,Women Trafficking,0
d&n haveli,2015,Women Trafficking,0
daman & diu,2015,Women Trafficking,0
delhi ut,2015,Women Trafficking,3
lakshadweep,2015,Women Trafficking,0
puducherry,2015,Women Trafficking,1
andhra pradesh,2016,Women Trafficking,186
arunachal pradesh,2016,Women Trafficking,0
assam,2016,Women Trafficking,65
bihar,2016,Women Trafficking,50
chhattisgarh,2016,Women Trafficking,17
goa,2016,Women Trafficking,3
gujarat,2016,Women Trafficking,76
haryana,2016,Women Trafficking,59
himachal pradesh,2016,Women Trafficking,7
jammu & kashmir,2016,Women Trafficking,1
jharkhand,2016,Women Trafficking,0
karnataka,2016,Women Trafficking,323
kerala,2016,Women Trafficking,113
madhya pradesh,2016,Women Trafficking,20
maharashtra,2016,Women Trafficking,303
manipur,2016,Women Trafficking,0
meghalaya,2016,Women Trafficking,2
mizoram,2016,Women Trafficking,3
nagaland,2016,Women Trafficking,0
odisha,2016,Women Trafficking,38
punjab,2016,Women Trafficking,64
rajasthan,2016,Women Trafficking,56
sikkim,2016,Women Trafficking,0
tamil nadu,2016,Women Trafficking,432
telangana,2016,Women Trafficking,240
tripura,2016,Women Trafficking,0
uttar pradesh,2016,Women Trafficking,50
uttarakhand,2016,Women Trafficking,11
west bengal,2016,Women Trafficking,87
a & n islands,2016,Women Trafficking,0
chandigarh,2016,Women Trafficking,0
d&n haveli,2016,Women Trafficking,0
daman & diu,2016,Women Trafficking,4
delhi ut,2016,Women Trafficking,4
lakshadweep,2016,Women Trafficking,0
puducherry,2016,Women Trafficking,0
andhra pradesh,2017,Women Trafficking,121
arunachal pradesh,2017,Women Trafficking,2
assam,2017,Women Trafficking,40
bihar,2017,Women Trafficking,24
chhattisgarh,2017,Women Trafficking,16
goa,2017,Women Trafficking,1
gujarat,2017,Women Trafficking,28
haryana,2017,Women Trafficking,57
himachal pradesh,2017,Women Trafficking,8
jammu & kashmir,2017,Women Trafficking,0
jharkhand,2017,Women Trafficking,4
karnataka,2017,Women Trafficking,236
kerala,2017,Women Trafficking,21
madhya pradesh,2017,Women Trafficking,27
maharashtra,2017,Women Trafficking,248
manipur,2017,Women Trafficking,0
meghalaya,2017,Women Trafficking,0
mizoram,2017,Women Trafficking,0
nagaland,2017,Women Trafficking,3
odisha,2017,Women Trafficking,21
punjab,2017,Women Trafficking,7
rajasthan,2017,Women Trafficking,86
sikkim,2017,Women Trafficking,0
tamil nadu,2017,Women Trafficking,403
telangana,2017,Women Trafficking,79
tripura,2017,Women Trafficking,0
uttar pradesh,2017,Women Trafficking,25
uttarakhand,2017,Women Trafficking,6
west bengal,2017,Women Trafficking,67
a & n islands,2017,Women Trafficking,0
chandigarh,2017,Women Trafficking,0
d&n haveli,2017,Women Trafficking,0
daman & diu,2017,Women Trafficking,0
delhi ut,2017,Women Trafficking,6
lakshadweep,2017,Women Trafficking,0
puducherry,2017,Women Trafficking,0
andhra pradesh,2018,Women Trafficking,152
arunachal pradesh,2018,Women Trafficking,0
assam,2018,Women Trafficking,37
bihar,2018,Women Trafficking,49
chhattisgarh,2018,Women Trafficking,15
goa,2018,Women Trafficking,7
gujarat,2018,Women Trafficking,34
haryana,2018,Women Trafficking,43
himachal pradesh,2018,Women Trafficking,10
jammu & kashmir,2018,Women Trafficking,1
jharkhand,2018,Women Trafficking,9
karnataka,2018,Women Trafficking,179
kerala,2018,Women Trafficking,4
madhya pradesh,2018,Women Trafficking,40
maharashtra,2018,Women Trafficking,200
manipur,2018,Women Trafficking,0
meghalaya,2018,Women Trafficking,2
mizoram,2018,Women Trafficking,0
nagaland,2018,Women Trafficking,1
odisha,2018,Women Trafficking,10
punjab,2018,Women Trafficking,6
rajasthan,2018,Women Trafficking,62
sikkim,2018,Women Trafficking,0
tamil nadu,2018,Women Trafficking,386
telangana,2018,Women Trafficking,81
tripura,2018,Women Trafficking,2
uttar pradesh,2018,Women Trafficking,27
uttarakhand,2018,Women Trafficking,0
west bengal,2018,Women Trafficking,97
a & n islands,2018,Women Trafficking,0
chandigarh,2018,Women Trafficking,0
d&n haveli,2018,Women Trafficking,0
daman & diu,2018,Women Trafficking,0
delhi ut,2018,Women Trafficking,1
lakshadweep,2018,Women Trafficking,0
puducherry,2018,Women Trafficking,4
andhra pradesh,2019,Women Trafficking,88
arunachal pradesh,2019,Women Trafficking,0
assam,2019,Women Trafficking,12
bihar,2019,Women Trafficking,40
chhattisgarh,2019,Women Trafficking,12
goa,2019,Women Trafficking,1
gujarat,2019,Women Trafficking,24
haryana,2019,Women Trafficking,28
himachal pradesh,2019,Women Trafficking,10
jammu & kashmir,2019,Women Trafficking,0
jharkhand,2019,Women Trafficking,4
karnataka,2019,Women Trafficking,214
kerala,2019,Women Trafficking,10
madhya pradesh,2019,Women Trafficking,21
maharashtra,2019,Women Trafficking,152
manipur,2019,Women Trafficking,0
meghalaya,2019,Women Trafficking,3
mizoram,2019,Women Trafficking,0
nagaland,2019,Women Trafficking,0
odisha,2019,Women Trafficking,19
punjab,2019,Women Trafficking,9
rajasthan,2019,Women Trafficking,40
sikkim,2019,Women Trafficking,0
tamil nadu,2019,Women Trafficking,349
telangana,2019,Women Trafficking,22
tripura,2019,Women Trafficking,0
uttar pradesh,2019,Women Trafficking,22
uttarakhand,2019,Women Trafficking,3
west bengal,2019,Women Trafficking,97
a & n islands,2019,Women Trafficking,0
chandigarh,2019,Women Trafficking,0
d&n haveli,2019,Women Trafficking,0
daman & diu,2019,Women Trafficking,1
delhi ut,2019,Women Trafficking,4
lakshadweep,2019,Women Trafficking,0
puducherry,2019,Women Trafficking,0
andhra pradesh,2020,Women Trafficking,48
arunachal pradesh,2020,Women Trafficking,0
assam,2020,Women Trafficking,18
bihar,2020,Women Trafficking,30
chhattisgarh,2020,Women Trafficking,3
goa,2020,Women Trafficking,0
gujarat,2020,Women Trafficking,47
haryana,2020,Women Trafficking,28
himachal pradesh,2020,Women Trafficking,0
jammu & kashmir,2020,Women Trafficking,2
jharkhand,2020,Women Trafficking,159
karnataka,2020,Women Trafficking,5
kerala,2020,Women Trafficking,14
madhya pradesh,2020,Women Trafficking,85
maharashtra,2020,Women Trafficking,0
manipur,2020,Women Trafficking,0
meghalaya,2020,Women Trafficking,0
mizoram,2020,Women Trafficking,0
nagaland,2020,Women Trafficking,19
odisha,2020,Women Trafficking,11
punjab,2020,Women Trafficking,67
rajasthan,2020,Women Trafficking,0
sikkim,2020,Women Trafficking,231
tamil nadu,2020,Women Trafficking,13
telangana,2020,Women Trafficking,0
tripura,2020,Women Trafficking,25
uttar pradesh,2020,Women Trafficking,8
uttarakhand,2020,Women Trafficking,52
west bengal,2020,Women Trafficking,0
a & n islands,2020,Women Trafficking,0
chandigarh,2020,Women Trafficking,0
d&n haveli,2020,Women Trafficking,3
daman & diu,2020,Women Trafficking,0
delhi ut,2020,Women Trafficking,0
lakshadweep,2020,Women Trafficking,0
puducherry,2020,Women Trafficking,0
andhra pradesh,2021,Women Trafficking,70
arunachal pradesh,2021,Women Trafficking,0
assam,2021,Women Trafficking,22
bihar,2021,Women Trafficking,32
chhattisgarh,2021,Women Trafficking,3
goa,2021,Women Trafficking,1
gujarat,2021,Women Trafficking,38
haryana,2021,Women Trafficking,28
himachal pradesh,2021,Women Trafficking,6
jammu & kashmir,2021,Women Trafficking,3
jharkhand,2021,Women Trafficking,190
karnataka,2021,Women Trafficking,5
kerala,2021,Women Trafficking,15
madhya pradesh,2021,Women Trafficking,95
maharashtra,2021,Women Trafficking,0
manipur,2021,Women Trafficking,3
meghalaya,2021,Women Trafficking,0
mizoram,2021,Women Trafficking,0
nagaland,2021,Women Trafficking,31
odisha,2021,Women Trafficking,12
punjab,2021,Women Trafficking,40
rajasthan,2021,Women Trafficking,0
sikkim,2021,Women Trafficking,381
tamil nadu,2021,Women Trafficking,12
telangana,2021,Women Trafficking,0
tripura,2021,Women Trafficking,12
uttar pradesh,2021,Women Trafficking,17
uttarakhand,2021,Women Trafficking,50
west bengal,2021,Women Trafficking,0
a & n islands,2021,Women Trafficking,0
chandigarh,2021,Women Trafficking,0
